'Customer ID',Recency,Frequency,MonetaryValue,Recency_score,Frequency_score,Monetary_score,cluster,ChurnRisk_description
17742,108,11,2098.48,3,5,4,cluster2,'Baixo Risco'
15326,329,5,1700.52,2,4,4,cluster2,'Baixo Risco'
14478,377,4,1276.66,2,3,4,cluster5,'Médio Risco'
15967,18,12,3041.6,5,5,5,cluster1,'Muito Baixo Risco'
17611,2,28,8371.98,5,5,5,cluster1,'Muito Baixo Risco'
15051,18,9,3935.16,5,5,5,cluster1,'Muito Baixo Risco'
13097,28,28,13389.22,4,5,5,cluster1,'Muito Baixo Risco'
13590,7,18,6349.59,5,5,5,cluster1,'Muito Baixo Risco'
15984,66,28,8013.61,3,5,5,cluster2,'Baixo Risco'
16887,30,3,660.72,4,3,3,cluster5,'Baixo Risco'
12921,4,74,35921.04,5,5,5,cluster1,'Muito Baixo Risco'
14543,24,39,14906.77,4,5,5,cluster1,'Muito Baixo Risco'
15945,361,4,827.27,2,3,3,cluster5,'Médio Risco'
18037,149,15,167.42,3,5,1,cluster2,'Baixo Risco'
15662,656,2,283.73,1,2,1,cluster3,'Alto Risco'
15380,4,11,3479.06,5,5,5,cluster1,'Muito Baixo Risco'
13110,26,12,2957.47,4,5,5,cluster1,'Muito Baixo Risco'
12836,54,15,6585.62,4,5,5,cluster1,'Muito Baixo Risco'
15005,11,56,14106.2,5,5,5,cluster1,'Muito Baixo Risco'
16620,256,5,1675.73,2,4,4,cluster2,'Baixo Risco'
12758,112,7,9903.24,3,4,5,cluster2,'Baixo Risco'
17961,16,100,2995.54,5,5,5,cluster1,'Muito Baixo Risco'
15601,6,30,14960.12,5,5,5,cluster1,'Muito Baixo Risco'
13585,526,3,684.54,1,3,3,cluster3,'Alto Risco'
13442,662,3,419.87,1,3,2,cluster3,'Alto Risco'
13381,27,12,8224.37,4,5,5,cluster1,'Muito Baixo Risco'
16763,194,2,964.7,2,2,3,cluster3,'Médio Risco'
17243,1,68,20285.56,5,5,5,cluster1,'Muito Baixo Risco'
14865,2,4,129.72,5,3,1,cluster5,'Baixo Risco'
17345,10,10,1604.68,5,5,4,cluster1,'Muito Baixo Risco'
13819,297,6,2642.35,2,4,4,cluster2,'Baixo Risco'
15808,301,21,18409.93,2,5,5,cluster2,'Baixo Risco'
17191,23,15,4836.05,4,5,5,cluster1,'Muito Baixo Risco'
13748,91,9,2268.35,3,5,4,cluster2,'Baixo Risco'
15265,146,4,3345.64,3,3,5,cluster5,'Baixo Risco'
15750,10,17,6456.801,5,5,5,cluster1,'Muito Baixo Risco'
17428,17,44,31404.16,5,5,5,cluster1,'Muito Baixo Risco'
15485,25,7,5771.51,4,4,5,cluster1,'Muito Baixo Risco'
17246,542,2,38.92,1,2,1,cluster3,'Alto Risco'
14061,502,3,917.43,1,3,3,cluster3,'Alto Risco'
14108,26,4,1044.96,4,3,3,cluster5,'Baixo Risco'
13648,395,8,1764.02,2,4,4,cluster2,'Baixo Risco'
16563,49,6,4422.76,4,4,5,cluster1,'Muito Baixo Risco'
16701,4,26,9916.73,5,5,5,cluster1,'Muito Baixo Risco'
12842,65,4,1917.99,3,3,4,cluster5,'Baixo Risco'
14302,426,3,742.9,1,3,3,cluster3,'Alto Risco'
14135,3,23,9504.02,5,5,5,cluster1,'Muito Baixo Risco'
14831,675,3,1676.57,1,3,4,cluster3,'Médio Risco'
15602,3,16,3230.51,5,5,5,cluster1,'Muito Baixo Risco'
13777,4,59,56213.18,5,5,5,cluster1,'Muito Baixo Risco'
14000,206,5,2046.34,2,4,4,cluster2,'Baixo Risco'
16823,222,7,2260.09,2,4,4,cluster2,'Baixo Risco'
16163,227,6,2849.58,2,4,4,cluster2,'Baixo Risco'
17193,31,9,2310.04,4,5,4,cluster1,'Muito Baixo Risco'
15759,213,7,830.93,2,4,3,cluster2,'Médio Risco'
16131,47,12,9957.42,4,5,5,cluster1,'Muito Baixo Risco'
14560,2,44,6114.03,5,5,5,cluster1,'Muito Baixo Risco'
17087,733,1,221.53,1,1,1,cluster3,'Muito Alto Risco'
14894,80,3,1492.81,3,3,4,cluster5,'Baixo Risco'
16202,356,9,2501.99,2,5,4,cluster2,'Baixo Risco'
16700,4,25,9167.71,5,5,5,cluster1,'Muito Baixo Risco'
17511,12,58,168224.23,5,5,5,cluster1,'Muito Baixo Risco'
14299,3,27,14499.49,5,5,5,cluster1,'Muito Baixo Risco'
17949,3,116,116684.08,5,5,5,cluster1,'Muito Baixo Risco'
14799,46,2,338.15,4,2,2,cluster4,'Baixo Risco'
16550,104,18,9435.13,3,5,5,cluster2,'Baixo Risco'
12980,153,21,16245.78,3,5,5,cluster2,'Baixo Risco'
14425,430,3,661.39,1,3,3,cluster3,'Alto Risco'
15353,250,7,3175.95,2,4,5,cluster2,'Baixo Risco'
17818,733,1,130.18,1,1,1,cluster3,'Muito Alto Risco'
13654,38,11,6308,4,5,5,cluster1,'Muito Baixo Risco'
17189,101,5,957.63,3,4,3,cluster2,'Baixo Risco'
13269,7,27,8558.02,5,5,5,cluster1,'Muito Baixo Risco'
14653,5,11,3211.51,5,5,5,cluster1,'Muito Baixo Risco'
17019,7,11,4012.2,5,5,5,cluster1,'Muito Baixo Risco'
15542,507,3,918.45,1,3,3,cluster3,'Alto Risco'
13564,139,37,17249.55,3,5,5,cluster2,'Baixo Risco'
16467,504,7,2869.16,1,4,4,cluster2,'Médio Risco'
15833,733,1,80.4,1,1,1,cluster3,'Muito Alto Risco'
14527,4,121,27430.96,5,5,5,cluster1,'Muito Baixo Risco'
17476,391,2,489.86,2,2,2,cluster3,'Alto Risco'
15287,17,5,856.03,5,4,3,cluster1,'Muito Baixo Risco'
14440,3,13,6638.73,5,5,5,cluster1,'Muito Baixo Risco'
15680,4,10,4507.58,5,5,5,cluster1,'Muito Baixo Risco'
15581,116,38,7794.59,3,5,5,cluster2,'Baixo Risco'
13740,236,5,1597.77,2,4,4,cluster2,'Baixo Risco'
17768,3,7,3509.51,5,4,5,cluster1,'Muito Baixo Risco'
12948,11,9,2317.43,5,5,4,cluster1,'Muito Baixo Risco'
14667,6,54,21927.14,5,5,5,cluster1,'Muito Baixo Risco'
17377,19,78,18319.41,5,5,5,cluster1,'Muito Baixo Risco'
14467,13,12,2220.99,5,5,4,cluster1,'Muito Baixo Risco'
13457,684,2,148.22,1,2,1,cluster3,'Alto Risco'
18108,249,3,848.81,2,3,3,cluster5,'Médio Risco'
16210,5,34,34890.11,5,5,5,cluster1,'Muito Baixo Risco'
14669,237,7,3243.93,2,4,5,cluster2,'Baixo Risco'
17909,733,1,132.55,1,1,1,cluster3,'Muito Alto Risco'
16086,55,10,2864.99,4,5,4,cluster1,'Muito Baixo Risco'
16711,22,8,2572.88,4,4,4,cluster1,'Muito Baixo Risco'
14739,15,24,11752.54,5,5,5,cluster1,'Muito Baixo Risco'
16233,66,9,1965.71,3,5,4,cluster2,'Baixo Risco'
14204,417,3,901.93,1,3,3,cluster3,'Alto Risco'
17606,732,1,87.3,1,1,1,cluster3,'Muito Alto Risco'
16797,388,5,1827.77,2,4,4,cluster2,'Baixo Risco'
16126,24,15,14646.8,4,5,5,cluster1,'Muito Baixo Risco'
17867,25,15,1621.28,4,5,4,cluster1,'Muito Baixo Risco'
17412,19,15,4231.12,5,5,5,cluster1,'Muito Baixo Risco'
16525,12,47,24260.92,5,5,5,cluster1,'Muito Baixo Risco'
13623,26,10,2566.49,4,5,4,cluster1,'Muito Baixo Risco'
12435,75,6,13925.93,3,4,5,cluster2,'Baixo Risco'
14549,306,4,916.55,2,3,3,cluster5,'Médio Risco'
14106,732,1,214.8,1,1,1,cluster3,'Muito Alto Risco'
14980,732,1,150.68,1,1,1,cluster3,'Muito Alto Risco'
14396,60,7,2121.93,3,4,4,cluster2,'Baixo Risco'
14122,401,3,362.42,2,3,2,cluster5,'Médio Risco'
16987,37,10,2303.97,4,5,4,cluster1,'Muito Baixo Risco'
17809,12,20,11337.39,5,5,5,cluster1,'Muito Baixo Risco'
15917,243,5,560.63,2,4,2,cluster2,'Médio Risco'
14987,11,8,1713.85,5,4,4,cluster1,'Muito Baixo Risco'
14080,28,5,1115.68,4,4,3,cluster1,'Baixo Risco'
16200,159,11,5113.4,3,5,5,cluster2,'Baixo Risco'
15794,732,2,777,1,2,3,cluster3,'Alto Risco'
15523,79,16,17359.99,3,5,5,cluster2,'Baixo Risco'
15615,5,47,21373.97,5,5,5,cluster1,'Muito Baixo Risco'
18001,7,6,953.84,5,4,3,cluster1,'Muito Baixo Risco'
17841,2,209,69074.93,5,5,5,cluster1,'Muito Baixo Risco'
13089,3,201,112670.58,5,5,5,cluster1,'Muito Baixo Risco'
15989,371,2,372.51,2,2,2,cluster3,'Alto Risco'
17660,136,2,359.47,3,2,2,cluster4,'Médio Risco'
13313,17,12,3445.32,5,5,5,cluster1,'Muito Baixo Risco'
12437,4,38,12517.5,5,5,5,cluster1,'Muito Baixo Risco'
14841,48,14,7163,4,5,5,cluster1,'Muito Baixo Risco'
14646,12,149,516874.5,5,5,5,cluster1,'Muito Baixo Risco'
15482,11,19,14592.56,5,5,5,cluster1,'Muito Baixo Risco'
16156,4,20,6218.18,5,5,5,cluster1,'Muito Baixo Risco'
17716,18,24,15956.97,5,5,5,cluster1,'Muito Baixo Risco'
12779,33,14,6722.27,4,5,5,cluster1,'Muito Baixo Risco'
13611,84,10,3319.53,3,5,5,cluster2,'Baixo Risco'
15255,62,9,3729.42,3,5,5,cluster2,'Baixo Risco'
14771,617,2,594.62,1,2,2,cluster3,'Alto Risco'
14838,418,2,773.67,1,2,3,cluster3,'Alto Risco'
13979,68,7,3416.23,3,4,5,cluster2,'Baixo Risco'
13800,305,3,1679.56,2,3,4,cluster5,'Médio Risco'
14483,277,2,257.1,2,2,1,cluster3,'Alto Risco'
14915,86,11,1811.25,3,5,4,cluster2,'Baixo Risco'
13753,283,4,2094.57,2,3,4,cluster5,'Médio Risco'
16301,732,1,107.33,1,1,1,cluster3,'Muito Alto Risco'
13931,91,11,5257.38,3,5,5,cluster2,'Baixo Risco'
17035,241,4,613.59,2,3,3,cluster5,'Médio Risco'
15194,27,27,11721.05,4,5,5,cluster1,'Muito Baixo Risco'
14347,732,1,82.6,1,1,1,cluster3,'Muito Alto Risco'
12934,732,1,181.65,1,1,1,cluster3,'Muito Alto Risco'
15291,21,40,13846.56,4,5,5,cluster1,'Muito Baixo Risco'
17209,644,3,611.6,1,3,2,cluster3,'Alto Risco'
15658,185,8,2423.47,3,4,4,cluster2,'Baixo Risco'
17314,20,17,4904.43,4,5,5,cluster1,'Muito Baixo Risco'
17155,13,7,892.46,5,4,3,cluster1,'Muito Baixo Risco'
15965,12,13,3013.09,5,5,5,cluster1,'Muito Baixo Risco'
17322,371,5,922.59,2,4,3,cluster2,'Médio Risco'
16159,277,4,1232.79,2,3,4,cluster5,'Médio Risco'
14051,3,36,21230.1,5,5,5,cluster1,'Muito Baixo Risco'
13993,38,19,6775.71,4,5,5,cluster1,'Muito Baixo Risco'
17411,7,5,1425.38,5,4,4,cluster1,'Muito Baixo Risco'
15768,111,34,15601.09,3,5,5,cluster2,'Baixo Risco'
12835,423,41,6043.31,1,5,5,cluster2,'Médio Risco'
15179,14,13,7491.92,5,5,5,cluster1,'Muito Baixo Risco'
17069,23,14,5794.28,4,5,5,cluster1,'Muito Baixo Risco'
16918,45,16,3213.29,4,5,5,cluster1,'Muito Baixo Risco'
15466,80,4,1571.01,3,3,4,cluster5,'Baixo Risco'
14159,15,20,7938.01,5,5,5,cluster1,'Muito Baixo Risco'
17940,44,16,30393.19,4,5,5,cluster1,'Muito Baixo Risco'
17581,29,40,17773.07,4,5,5,cluster1,'Muito Baixo Risco'
16168,6,66,10636.47,5,5,5,cluster1,'Muito Baixo Risco'
14606,4,190,30505.35,5,5,5,cluster1,'Muito Baixo Risco'
17287,21,21,4111.96,4,5,5,cluster1,'Muito Baixo Risco'
17913,54,14,3479.64,4,5,5,cluster1,'Muito Baixo Risco'
13416,39,3,940.8,4,3,3,cluster5,'Baixo Risco'
16779,10,51,32311.18,5,5,5,cluster1,'Muito Baixo Risco'
13895,23,6,4008.52,4,4,5,cluster1,'Muito Baixo Risco'
14057,19,22,8408.84,5,5,5,cluster1,'Muito Baixo Risco'
17017,5,28,13480.01,5,5,5,cluster1,'Muito Baixo Risco'
13208,54,9,1988.5,4,5,4,cluster1,'Muito Baixo Risco'
17465,421,7,2542.79,1,4,4,cluster2,'Médio Risco'
13468,3,71,13265.97,5,5,5,cluster1,'Muito Baixo Risco'
13485,228,11,3019.22,2,5,5,cluster2,'Baixo Risco'
17271,731,1,210.39,1,1,1,cluster3,'Muito Alto Risco'
16139,14,5,1111.15,5,4,3,cluster1,'Muito Baixo Risco'
15953,10,18,3669.55,5,5,5,cluster1,'Muito Baixo Risco'
15856,2,49,33164.54,5,5,5,cluster1,'Muito Baixo Risco'
14967,45,6,1982.61,4,4,4,cluster1,'Muito Baixo Risco'
16497,45,23,6695.28,4,5,5,cluster1,'Muito Baixo Risco'
17764,46,5,1623.64,4,4,4,cluster1,'Muito Baixo Risco'
14905,153,8,1971.39,3,4,4,cluster2,'Baixo Risco'
18229,7,28,10803.71,5,5,5,cluster1,'Muito Baixo Risco'
17293,3,17,3774.23,5,5,5,cluster1,'Muito Baixo Risco'
17853,402,3,1608.19,2,3,4,cluster5,'Médio Risco'
15550,101,11,2076.45,3,5,4,cluster2,'Baixo Risco'
13531,200,6,1738.52,2,4,4,cluster2,'Baixo Risco'
13786,362,6,3358.94,2,4,5,cluster2,'Baixo Risco'
14952,55,32,17629.35,4,5,5,cluster1,'Muito Baixo Risco'
14031,2,44,40999.17,5,5,5,cluster1,'Muito Baixo Risco'
12937,10,9,3097.61,5,5,5,cluster1,'Muito Baixo Risco'
16612,28,9,3245.43,4,5,5,cluster1,'Muito Baixo Risco'
12949,26,22,15526.7,4,5,5,cluster1,'Muito Baixo Risco'
14958,142,6,957.94,3,4,3,cluster2,'Baixo Risco'
17329,9,5,1004.43,5,4,3,cluster1,'Muito Baixo Risco'
16736,501,5,2956.56,1,4,5,cluster2,'Médio Risco'
13001,17,32,23581.09,5,5,5,cluster1,'Muito Baixo Risco'
14644,63,7,2247.72,3,4,4,cluster2,'Baixo Risco'
14898,18,14,3507.81,5,5,5,cluster1,'Muito Baixo Risco'
14662,24,7,1416.33,4,4,4,cluster1,'Muito Baixo Risco'
17414,39,6,2249.52,4,4,4,cluster1,'Muito Baixo Risco'
14755,5,25,9972.55,5,5,5,cluster1,'Muito Baixo Risco'
17576,3,41,9056.81,5,5,5,cluster1,'Muito Baixo Risco'
13037,133,12,3914.95,3,5,5,cluster2,'Baixo Risco'
14710,9,13,1922.59,5,5,4,cluster1,'Muito Baixo Risco'
18168,171,16,3770.27,3,5,5,cluster2,'Baixo Risco'
17679,48,7,3577.61,4,4,5,cluster1,'Muito Baixo Risco'
17851,417,6,1563.34,1,4,4,cluster2,'Médio Risco'
14750,731,1,112.03,1,1,1,cluster3,'Muito Alto Risco'
16791,24,15,4038.69,4,5,5,cluster1,'Muito Baixo Risco'
16558,17,37,13274.54,5,5,5,cluster1,'Muito Baixo Risco'
15884,427,2,249.7,1,2,1,cluster3,'Alto Risco'
17343,350,6,1259.94,2,4,4,cluster2,'Baixo Risco'
17372,36,28,4377.56,4,5,5,cluster1,'Muito Baixo Risco'
16003,25,10,5613.83,4,5,5,cluster1,'Muito Baixo Risco'
17432,13,9,1751.39,5,5,4,cluster1,'Muito Baixo Risco'
14713,4,21,5418.87,5,5,5,cluster1,'Muito Baixo Risco'
16722,12,22,8989.08,5,5,5,cluster1,'Muito Baixo Risco'
12577,30,8,1653.75,4,4,4,cluster1,'Muito Baixo Risco'
12872,322,12,3685.49,2,5,5,cluster2,'Baixo Risco'
15755,5,17,5993.12,5,5,5,cluster1,'Muito Baixo Risco'
14258,4,25,32051.34,5,5,5,cluster1,'Muito Baixo Risco'
14286,19,7,8479.76,5,4,5,cluster1,'Muito Baixo Risco'
13154,394,3,1624.84,2,3,4,cluster5,'Médio Risco'
14564,430,2,2605.62,1,2,4,cluster3,'Alto Risco'
13408,3,104,50870.622,5,5,5,cluster1,'Muito Baixo Risco'
16645,731,1,160.39,1,1,1,cluster3,'Muito Alto Risco'
12714,4,12,14093.71,5,5,5,cluster1,'Muito Baixo Risco'
16335,547,7,2774,1,4,4,cluster2,'Médio Risco'
13093,271,55,54943.65,2,5,5,cluster2,'Baixo Risco'
12759,47,8,5020.74,4,4,5,cluster1,'Muito Baixo Risco'
13666,55,5,127.9,4,4,1,cluster1,'Baixo Risco'
17160,26,17,10209.16,4,5,5,cluster1,'Muito Baixo Risco'
13946,74,6,1876.23,3,4,4,cluster2,'Baixo Risco'
14723,5,11,2093.06,5,5,4,cluster1,'Muito Baixo Risco'
14961,6,22,16410.15,5,5,5,cluster1,'Muito Baixo Risco'
14735,7,55,11682.72,5,5,5,cluster1,'Muito Baixo Risco'
18061,17,28,6488.97,5,5,5,cluster1,'Muito Baixo Risco'
15078,2,53,17761.88,5,5,5,cluster1,'Muito Baixo Risco'
17389,9,58,51347.9,5,5,5,cluster1,'Muito Baixo Risco'
16883,183,19,2396.59,3,5,4,cluster2,'Baixo Risco'
13175,578,2,831.45,1,2,3,cluster3,'Alto Risco'
17076,31,6,1242.75,4,4,4,cluster1,'Muito Baixo Risco'
13948,356,4,548.76,2,3,2,cluster5,'Médio Risco'
18223,35,25,13422.13,4,5,5,cluster1,'Muito Baixo Risco'
16192,731,1,351.3,1,1,2,cluster3,'Alto Risco'
15999,731,1,20.4,1,1,1,cluster3,'Muito Alto Risco'
15109,241,3,983.1,2,3,3,cluster5,'Médio Risco'
14680,20,58,57412.77,4,5,5,cluster1,'Muito Baixo Risco'
18092,34,17,15617.6,4,5,5,cluster1,'Muito Baixo Risco'
16891,31,10,1940.87,4,5,4,cluster1,'Muito Baixo Risco'
13481,41,11,3830.84,4,5,5,cluster1,'Muito Baixo Risco'
13807,362,3,534.8,2,3,2,cluster5,'Médio Risco'
14979,731,1,439.46,1,1,2,cluster3,'Alto Risco'
16656,17,30,16833.17,5,5,5,cluster1,'Muito Baixo Risco'
16746,6,41,17616.48,5,5,5,cluster1,'Muito Baixo Risco'
17157,3,19,5151.9,5,5,5,cluster1,'Muito Baixo Risco'
15309,606,4,797.96,1,3,3,cluster3,'Alto Risco'
16325,42,12,3597.5,4,5,5,cluster1,'Muito Baixo Risco'
16541,730,1,424.03,1,1,2,cluster3,'Alto Risco'
16723,87,4,1301.63,3,3,4,cluster5,'Baixo Risco'
16699,375,7,994.6,2,4,3,cluster2,'Médio Risco'
16710,14,22,6349.09,5,5,5,cluster1,'Muito Baixo Risco'
12510,138,9,5178.02,3,5,5,cluster2,'Baixo Risco'
13162,117,16,9275.49,3,5,5,cluster2,'Baixo Risco'
15382,10,12,13733.55,5,5,5,cluster1,'Muito Baixo Risco'
13680,34,11,10797.29,4,5,5,cluster1,'Muito Baixo Risco'
12970,2,10,1524.97,5,5,4,cluster1,'Muito Baixo Risco'
17935,133,7,686.14,3,4,3,cluster2,'Baixo Risco'
17593,87,10,7417.6,3,5,5,cluster2,'Baixo Risco'
17151,730,1,231.9,1,1,1,cluster3,'Muito Alto Risco'
16451,83,3,1013.15,3,3,3,cluster5,'Médio Risco'
17127,424,5,1155.03,1,4,3,cluster2,'Médio Risco'
13694,21,140,193351.65,4,5,5,cluster1,'Muito Baixo Risco'
14087,400,2,651.8,2,2,3,cluster3,'Médio Risco'
13733,406,2,487.03,2,2,2,cluster3,'Alto Risco'
18181,19,5,1205.94,5,4,3,cluster1,'Muito Baixo Risco'
13174,11,12,9494.84,5,5,5,cluster1,'Muito Baixo Risco'
13329,27,8,5112.97,4,4,5,cluster1,'Muito Baixo Risco'
17421,381,3,1059.41,2,3,3,cluster5,'Médio Risco'
16351,328,13,3330.03,2,5,5,cluster2,'Baixo Risco'
15684,542,3,173.95,1,3,1,cluster3,'Alto Risco'
17884,307,19,2958.28,2,5,5,cluster2,'Baixo Risco'
15514,7,18,6598.55,5,5,5,cluster1,'Muito Baixo Risco'
13679,489,3,281.26,1,3,1,cluster3,'Alto Risco'
18225,16,25,12723.98,5,5,5,cluster1,'Muito Baixo Risco'
12748,1,332,55844.23,5,5,5,cluster1,'Muito Baixo Risco'
13199,3,66,16130.85,5,5,5,cluster1,'Muito Baixo Risco'
13487,53,5,846.87,4,4,3,cluster1,'Baixo Risco'
17018,36,6,2287.7,4,4,4,cluster1,'Muito Baixo Risco'
18071,253,6,1428.63,2,4,4,cluster2,'Baixo Risco'
16593,46,8,1071.14,4,4,3,cluster1,'Baixo Risco'
14238,321,3,434.23,2,3,2,cluster5,'Médio Risco'
15223,221,5,1417.95,2,4,4,cluster2,'Baixo Risco'
13021,21,16,4581.81,4,5,5,cluster1,'Muito Baixo Risco'
17115,3,7,2761.49,5,4,4,cluster1,'Muito Baixo Risco'
17850,367,155,56600.08,2,5,5,cluster2,'Baixo Risco'
14239,38,21,4263.17,4,5,5,cluster1,'Muito Baixo Risco'
13999,5,29,9502.26,5,5,5,cluster1,'Muito Baixo Risco'
13958,375,8,4709.23,2,4,5,cluster2,'Baixo Risco'
13641,636,5,1016.47,1,4,3,cluster2,'Médio Risco'
15420,429,6,743,1,4,3,cluster2,'Médio Risco'
12359,53,10,8935.94,4,5,5,cluster1,'Muito Baixo Risco'
12820,39,10,2479.17,4,5,4,cluster1,'Muito Baixo Risco'
16410,729,1,130.32,1,1,1,cluster3,'Muito Alto Risco'
15240,40,12,4459.98,4,5,5,cluster1,'Muito Baixo Risco'
16158,517,9,628.32,1,5,3,cluster2,'Médio Risco'
15484,13,5,3981.75,5,4,5,cluster1,'Muito Baixo Risco'
14709,10,25,8886.33,5,5,5,cluster1,'Muito Baixo Risco'
15057,270,5,3255.96,2,4,5,cluster2,'Baixo Risco'
14867,181,16,2952.06,3,5,5,cluster2,'Baixo Risco'
17642,115,5,1824.49,3,4,4,cluster2,'Baixo Risco'
13813,35,8,2765.47,4,4,4,cluster1,'Muito Baixo Risco'
13589,10,6,1120.74,5,4,3,cluster1,'Muito Baixo Risco'
12417,34,19,6447.18,4,5,5,cluster1,'Muito Baixo Risco'
17920,3,53,24213.17,5,5,5,cluster1,'Muito Baixo Risco'
12975,432,6,2100.09,1,4,4,cluster2,'Médio Risco'
16104,57,9,2778.61,4,5,4,cluster1,'Muito Baixo Risco'
17150,372,6,1375.65,2,4,4,cluster2,'Baixo Risco'
16277,729,1,188.69,1,1,1,cluster3,'Muito Alto Risco'
17244,48,5,1826.04,4,4,4,cluster1,'Muito Baixo Risco'
15260,95,25,9188.23,3,5,5,cluster2,'Baixo Risco'
12583,14,26,13752.67,5,5,5,cluster1,'Muito Baixo Risco'
15555,7,36,12112.35,5,5,5,cluster1,'Muito Baixo Risco'
13736,256,6,2391.84,2,4,4,cluster2,'Baixo Risco'
14133,125,4,911.14,3,3,3,cluster5,'Médio Risco'
15571,7,14,4051.63,5,5,5,cluster1,'Muito Baixo Risco'
13448,12,13,9240.87,5,5,5,cluster1,'Muito Baixo Risco'
17085,118,28,7891.41,3,5,5,cluster2,'Baixo Risco'
15059,36,19,3523.57,4,5,5,cluster1,'Muito Baixo Risco'
14468,729,1,204.24,1,1,1,cluster3,'Muito Alto Risco'
16395,56,14,3537.85,4,5,5,cluster1,'Muito Baixo Risco'
16485,72,5,2294.68,3,4,4,cluster2,'Baixo Risco'
15878,557,2,330.77,1,2,2,cluster3,'Alto Risco'
15860,36,17,2505.21,4,5,4,cluster1,'Muito Baixo Risco'
13373,56,6,7587.19,4,4,5,cluster1,'Muito Baixo Risco'
14608,24,10,2845.39,4,5,4,cluster1,'Muito Baixo Risco'
14896,200,8,2092.42,2,4,4,cluster2,'Baixo Risco'
16964,729,2,207.85,1,2,1,cluster3,'Alto Risco'
15983,17,8,3958.82,5,4,5,cluster1,'Muito Baixo Risco'
13782,8,13,1793.72,5,5,4,cluster1,'Muito Baixo Risco'
14454,371,5,977.3,2,4,3,cluster2,'Médio Risco'
14717,729,1,81.3,1,1,1,cluster3,'Muito Alto Risco'
16718,365,5,3647.53,2,4,5,cluster2,'Baixo Risco'
15751,456,11,1380.44,1,5,4,cluster2,'Médio Risco'
14546,1,11,5197.9,5,5,5,cluster1,'Muito Baixo Risco'
17848,76,30,3650.9,3,5,5,cluster2,'Baixo Risco'
17561,15,4,722.34,5,3,3,cluster5,'Baixo Risco'
